# Intensity	Name	Signal	Start Time	End Time	Duration
# hh mm
# hh mm	dd/mon/yyyy	hh mm	dd/mon/yyyy
Severe Tropical Storm	MERBOK	3	04:40	13/Jun/2017	11:10	13/Jun/2017	06 30
Tropical Storm	ROKE	1	15:40	22/Jul/2017	03:40	23/Jul/2017	12 00
Tropical Storm	ROKE	3	03:40	23/Jul/2017	09:20	23/Jul/2017	05 40
Tropical Storm	ROKE	8 NW	09:20	23/Jul/2017	13:20	23/Jul/2017	04 00
Tropical Storm	ROKE	3	13:20	23/Jul/2017	15:10	23/Jul/2017	01 50
Tropical Storm	ROKE	1	15:10	23/Jul/2017	19:40	23/Jul/2017	04 30
Super Typhoon	HATO	1	08:40	22/Aug/2017	18:20	22/Aug/2017	09 40
Super Typhoon	HATO	3	18:20	22/Aug/2017	05:20	23/Aug/2017	11 00
Super Typhoon	HATO	8 NE	05:20	23/Aug/2017	08:10	23/Aug/2017	02 50
Super Typhoon	HATO	9	08:10	23/Aug/2017	09:10	23/Aug/2017	01 00
Super Typhoon	HATO	10	09:10	23/Aug/2017	14:10	23/Aug/2017	05 00
Super Typhoon	HATO	8 SE	14:10	23/Aug/2017	17:10	23/Aug/2017	03 00
Super Typhoon	HATO	3	17:10	23/Aug/2017	18:20	23/Aug/2017	01 10
Super Typhoon	HATO	1	18:20	23/Aug/2017	20:40	23/Aug/2017	02 20
Severe Tropical Storm	PAKHAR	1	09:40	26/Aug/2017	20:40	26/Aug/2017	11 00
Severe Tropical Storm	PAKHAR	3	20:40	26/Aug/2017	05:10	27/Aug/2017	08 30
Severe Tropical Storm	PAKHAR	8 SE	05:10	27/Aug/2017	13:40	27/Aug/2017	08 30
Severe Tropical Storm	PAKHAR	3	13:40	27/Aug/2017	17:40	27/Aug/2017	04 00
Severe Tropical Storm	PAKHAR	1	17:40	27/Aug/2017	22:10	27/Aug/2017	04 30
Severe Tropical Storm	MAWAR	1	02:20	02/Sep/2017	22:40	03/Sep/2017	44 20
Severe Tropical Storm	MAWAR	3	22:40	03/Sep/2017	10:20	04/Sep/2017	11 40
Severe Tropical Storm	MAWAR	1	10:20	04/Sep/2017	14:10	04/Sep/2017	03 50
Tropical Depression	no name	1	23:10	23/Sep/2017	19:20	24/Sep/2017	20 10
Severe Typhoon	KHANUN	1	10:40	14/Oct/2017	19:10	14/Oct/2017	08 30
Severe Typhoon	KHANUN	3	19:10	14/Oct/2017	08:40	15/Oct/2017	13 30
Severe Typhoon	KHANUN	8 NE	08:40	15/Oct/2017	19:20	15/Oct/2017	10 40
Severe Typhoon	KHANUN	3	19:20	15/Oct/2017	22:40	15/Oct/2017	03 20
Severe Typhoon	KHANUN	1	22:40	15/Oct/2017	02:20	16/Oct/2017	03 40
Tropical Storm	EWINIAR	1	11:20	05/Jun/2018	12:40	07/Jun/2018	49 20
Tropical Storm	EWINIAR	3	12:40	07/Jun/2018	15:40	08/Jun/2018	27 00
Tropical Storm	EWINIAR	1	15:40	08/Jun/2018	18:20	08/Jun/2018	02 40
Tropical Storm	SON-TINH	1	02:40	17/Jul/2018	16:20	17/Jul/2018	13 40
Tropical Storm	SON-TINH	3	16:20	17/Jul/2018	09:40	18/Jul/2018	17 20
Tropical Storm	SON-TINH	1	15:40	23/Jul/2018	10:40	24/Jul/2018	19 00
Severe Tropical Storm	BEBINCA	1	17:15	09/Aug/2018	05:20	14/Aug/2018	108 05
Severe Tropical Storm	BEBINCA	3	05:20	14/Aug/2018	02:20	15/Aug/2018	21 00
Severe Tropical Storm	BEBINCA	1	02:20	15/Aug/2018	05:20	15/Aug/2018	03 00
Tropical Storm	BARIJAT	1	10:40	11/Sep/2018	12:20	12/Sep/2018	25 40
Tropical Storm	BARIJAT	3	12:20	12/Sep/2018	04:10	13/Sep/2018	15 50
Tropical Storm	BARIJAT	1	04:10	13/Sep/2018	07:40	13/Sep/2018	03 30
Super Typhoon	MANGKHUT	1	22:20	14/Sep/2018	16:20	15/Sep/2018	18 00
Super Typhoon	MANGKHUT	3	16:20	15/Sep/2018	01:10	16/Sep/2018	08 50
Super Typhoon	MANGKHUT	8 NE	01:10	16/Sep/2018	07:40	16/Sep/2018	06 30
Super Typhoon	MANGKHUT	9	07:40	16/Sep/2018	09:40	16/Sep/2018	02 00
Super Typhoon	MANGKHUT	10	09:40	16/Sep/2018	19:40	16/Sep/2018	10 00
Super Typhoon	MANGKHUT	8 SE	19:40	16/Sep/2018	05:20	17/Sep/2018	09 40
Super Typhoon	MANGKHUT	3	05:20	17/Sep/2018	14:40	17/Sep/2018	09 20
Super Typhoon	MANGKHUT	1	14:40	17/Sep/2018	19:10	17/Sep/2018	04 30
Super Typhoon	YUTU	1	08:40	31/Oct/2018	12:40	01/Nov/2018	28 00
Super Typhoon	YUTU	3	12:40	01/Nov/2018	02:10	02/Nov/2018	13 30
Super Typhoon	YUTU	1	02:10	02/Nov/2018	08:10	02/Nov/2018	06 00
Tropical Depression	MUN	1	16:15	02/Jul/2019	05:40	03/Jul/2019	13 25
Tropical Storm	WIPHA	1	15:40	30/Jul/2019	21:15	30/Jul/2019	05 35
Tropical Storm	WIPHA	3	21:15	30/Jul/2019	13:40	31/Jul/2019	16 25
Tropical Storm	WIPHA	8 NE	13:40	31/Jul/2019	23:40	31/Jul/2019	10 00
Tropical Storm	WIPHA	3	23:40	31/Jul/2019	19:20	01/Aug/2019	19 40
Tropical Storm	WIPHA	1	19:20	01/Aug/2019	08:40	02/Aug/2019	13 20
Severe Tropical Storm	BAILU	1	14:40	24/Aug/2019	19:20	25/Aug/2019	28 40
Tropical Storm	PODUL	1	14:40	28/Aug/2019	12:20	29/Aug/2019	21 40
Tropical Depression	KAJIKI	1	08:40	01/Sep/2019	16:20	01/Sep/2019	07 40
Tropical Depression	KAJIKI	3	16:20	01/Sep/2019	10:40	02/Sep/2019	18 20
Tropical Depression	KAJIKI	1	10:40	02/Sep/2019	09:20	03/Sep/2019	22 40
Tropical Storm	NURI	1	20:20	12/Jun/2020	15:40	13/Jun/2020	19 20
Tropical Storm	NURI	3	15:40	13/Jun/2020	10:40	14/Jun/2020	19 00
Tropical Storm	NURI	1	10:40	14/Jun/2020	13:20	14/Jun/2020	02 40
Tropical Storm	SINLAKU	3	20:40	31/Jul/2020	21:10	01/Aug/2020	24 30
Tropical Storm	SINLAKU	1	21:10	01/Aug/2020	23:15	01/Aug/2020	02 05
Typhoon	HIGOS	1	03:40	18/Aug/2020	14:20	18/Aug/2020	10 40
Typhoon	HIGOS	3	14:20	18/Aug/2020	22:40	18/Aug/2020	08 20
Typhoon	HIGOS	8 NE	22:40	18/Aug/2020	01:30	19/Aug/2020	02 50
Typhoon	HIGOS	9	01:30	19/Aug/2020	07:40	19/Aug/2020	06 10
Typhoon	HIGOS	8 SE	07:40	19/Aug/2020	11:10	19/Aug/2020	03 30
Typhoon	HIGOS	3	11:10	19/Aug/2020	13:20	19/Aug/2020	02 10
Tropical Storm	NANGKA	1	20:40	11/Oct/2020	17:10	12/Oct/2020	20 30
Tropical Storm	NANGKA	3	17:10	12/Oct/2020	05:40	13/Oct/2020	12 30
Tropical Storm	NANGKA	8 NE	05:40	13/Oct/2020	19:40	13/Oct/2020	14 00
Tropical Storm	NANGKA	3	19:40	13/Oct/2020	02:40	14/Oct/2020	07 00
Typhoon	SAUDEL	1	17:40	22/Oct/2020	00:20	23/Oct/2020	06 40
Typhoon	SAUDEL	3	00:20	23/Oct/2020	09:10	24/Oct/2020	32 50
Tropical Storm	KOGUMA	1	16:15	11/Jun/2021	14:10	12/Jun/2021	21 55
Tropical Depression/Tropical Depression	no name(E)(5-6Jul2021)/ no name(W)(5-8Jul2021)	1	04:15	06/Jul/2021	14:10	07/Jul/2021	33 55
Typhoon	CEMPAKA	1	21:40	18/Jul/2021	16:10	19/Jul/2021	18 30
Typhoon	CEMPAKA	3	16:10	19/Jul/2021	13:20	20/Jul/2021	21 10
Typhoon	CEMPAKA	1	13:20	20/Jul/2021	19:40	20/Jul/2021	06 20
Tropical Storm	LUPIT	1	21:40	02/Aug/2021	16:25	03/Aug/2021	18 45
Tropical Storm	LUPIT	3	16:25	03/Aug/2021	04:20	04/Aug/2021	11 55
Tropical Storm	LUPIT	1	04:20	04/Aug/2021	18:20	04/Aug/2021	14 00
Tropical Storm	LIONROCK	3	04:40	08/Oct/2021	06:40	09/Oct/2021	26 00
Tropical Storm	LIONROCK	8 SE	06:40	09/Oct/2021	04:40	10/Oct/2021	22 00
Tropical Storm	LIONROCK	3	04:40	10/Oct/2021	12:40	10/Oct/2021	08 00
Tropical Storm	LIONROCK	1	12:40	10/Oct/2021	14:20	10/Oct/2021	01 40
Typhoon	KOMPASU	3	00:40	12/Oct/2021	17:20	12/Oct/2021	16 40
Typhoon	KOMPASU	8 NE	17:20	12/Oct/2021	16:40	13/Oct/2021	23 20
# Signals No. 5, 6, 7 and 8 were used to signify gales from the NW, SW, NE and SE respectively between 1931 and 1972. To avoid misunderstanding by the public, the Signals No. 5 to 8 were replaced by the Signals No. 8 NW, 8 SW, 8 NE and 8 SE in 1 January 1973. The Signals No. 8 NW, 8 SW, 8 NE and 8 SE between 1946 and 1972 as shown in this database were originally the Signals No. 5 to 8 used at the time.
